CNT,CNTRYID,SCHID,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
USA,840,00099,84000099,06MS,084000,84000,USA0206,8400000,1,2,313,4,860,1026,3,527,528,528,420,1,101,155,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,1,2,1,1,6,6,6,6,6,6,6,6,5,6,5,6,4,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,2,1,1,2,2,3,2,1,NA,65,0,35,NA,3,3,2,2,3,3,3,2,132,2,129,2,79,1,45,1,5,0,15,0,15,0,15,0,100,100,1,1,1,1,1,1,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,16,70,3,2,2,2,2,3,2,2,2,3,1,1,1,1,1,1,38,40,1,18,1886,23,1.0019,1,2.3918,2.1515,2.2317,1.8133,1.1271,-0.7997,-0.0783,0.92,5,0.3806,0.7237,0.5977,0.3421,0.0376,0.9774,133,0.1128,1,1,15,3,7,0.4463,1.0274,14.1805,3,47.990567814,6.64998,17NOV16:12:20:57
USA,840,00100,84000100,06MS,084000,84000,USA0206,8400000,1,2,313,3,1350,1370,4,680,1200,1200,390,90,10,140,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,NA,2,1,1,1,3,3,3,6,4,NA,6,6,5,6,4,6,4,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,2,2,1,2,1,3,NA,1,NA,99,0,1,NA,1,1,3,2,1,1,2,2,172,3,172,3,90,1,80,2,2,0,21,0,21,0,21,0,100,100,1,1,1,1,1,1,1,1,2,2,5,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,11,7,22,3,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,67,50,15,15,2720,28,1.7647,1,0.9766,7e-4,1.142,NA,0.9362,-1.0277,-0.4302,0.75,6,-0.3301,0.09,0.5216,0.4669,0.0115,1,173.5,0.121,1,1,21,3,6,0.4463,0.617,15.6772,3,34.676949574,4.80513,17NOV16:12:20:57
USA,840,00101,84000101,06MS,084000,84000,USA0206,8400000,1,2,313,1,463,357,4,213,400,400,206,51,72,95,1,1,1,1,2,2,2,1,1,1,9999997,1,1,1,2,1,2,2,1,1,1,2,4,6,4,4,6,4,6,4,4,4,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,3,3,1,3,3,3,2,1,NA,97,2,1,0,2,1,2,1,2,3,1,1,50,0,50,0,48,0,8,0,0,0,5,0,4,0,5,0,99,99,1,1,1,1,1,1,1,1,2,2,5,5,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,3,3,1,3,1,1,3,3,2,1,1,1,2,2,2,10,12,60,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,20,45,10,20,820,28,1.8779,1,0.3973,0.7266,0.2905,0.5291,0.0278,-0.9137,-0.3422,0.75,6,-0.7421,-0.4427,0.96,0.16,0,1,50,0.1,0.8,1,5,3,5,0.0185,0.6298,16.4,3,108.51509698,15.03677,17NOV16:12:20:57
USA,840,00103,84000103,06MS,084000,84000,USA0104,8400000,1,2,313,2,456,415,4,213,213,213,213,45,50,70,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,1,1,1,2,4,4,4,4,6,4,5,4,4,4,5,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,3,NA,1,NA,100,NA,NA,NA,2,1,1,1,1,1,1,1,55,NA,55,NA,55,NA,40,NA,1,NA,5,NA,5,NA,5,NA,100,100,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,10,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,49,50,20,50,871,28,1,1,0.3343,0.3768,0.2905,0.6406,0.0278,1.4806,1.2412,0.92,6,-1.2541,-0.9308,1,0.7273,0.0182,1,55,0.0909,1,1,5,3,6,-1.7664,-2.1182,15.8364,3,87.3671473,12.10633,17NOV16:12:20:57
USA,840,00105,84000105,06MS,084000,84000,USA0308,8400000,1,2,313,2,292,234,4,148,150,150,100,0,35,150,1,1,1,2,2,2,2,2,1,1,9999997,1,2,1,1,1,1,2,1,1,1,3,3,5,5,4,5,2,6,4,3,2,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,NA,1,NA,100,NA,NA,NA,1,3,2,3,2,3,2,1,31,NA,31,NA,31,NA,9,NA,0,NA,4,NA,4,NA,4,NA,100,100,1,1,1,1,1,2,1,2,2,2,4,5,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,3,1,1,3,3,1,1,1,1,2,2,2,45,8,45,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,10,10,70,5,526,28,1.0135,1,-0.1949,0.1637,0.0278,0.6203,-0.7465,-0.6572,-0.2102,0.75,7,-0.4262,0.7026,1,0.2903,0,1,31,0.129,1,1,4,3,6,-0.348,0.2229,16.9677,3,167.88043953,23.26294,17NOV16:12:20:57
USA,840,00106,84000106,06MS,084000,84000,USA0308,8400000,1,2,313,2,289,270,3,144,125,125,25,35,35,50,1,1,1,1,1,1,2,2,1,1,9999997,1,2,1,1,1,2,2,1,1,1,2,4,3,3,4,6,4,5,4,4,4,5,4,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,3,2,1,NA,100,0,0,0,2,2,2,2,2,2,1,2,37,1,37,1,37,1,7,0,0,0,3,1,3,1,3,1,100,100,1,1,1,1,1,2,1,2,2,3,5,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,3,3,2,2,2,3,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,0,16,35,2,2,2,2,2,2,1,3,1,1,1,2,2,1,1,2,20,30,0,10,559,23,0.8681,1,0.1981,0.1141,0.0833,0.6406,0.0278,0.0554,-0.1663,1,5,-0.4813,0.2838,1,0.1867,0,1,37.5,0.0933,1,1,3.5,3,5,0.0185,-0.4127,14.9067,3,181.89960609,25.20555,17NOV16:12:20:57
USA,840,00107,84000107,06MS,084000,84000,USA0307,8400000,1,2,313,3,141,119,3,75,25,25,0,10,10,17,1,1,1,1,1,1,2,2,1,NA,9999997,2,1,1,2,2,2,1,2,1,1,3,4,6,6,6,5,4,6,4,5,4,6,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,3,3,3,3,1,1,NA,2,1,0,90,10,0,1,1,1,1,3,2,3,2,NA,NA,16,NA,16,NA,2,NA,0,NA,4,NA,1,NA,1,NA,85,100,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,95,10,35,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,80,90,95,50,260,23,0.3333,1,1.0056,0.9838,1.2219,1.0958,0.3519,1.4806,2.8245,1,4,0.2987,-1.6823,NA,NA,NA,NA,NA,NA,0.25,0.25,4,3,3,-0.3334,0.2229,NA,1,496.82301819,68.84401,17NOV16:12:20:57
USA,840,00109,84000109,06MS,084000,84000,USA0205,8400000,1,2,313,3,135,137,2,100,100,100,70,20,20,50,1,1,1,1,1,2,2,1,1,1,9999997,1,2,1,1,1,2,2,1,1,1,3,3,6,4,5,5,6,6,5,5,4,5,4,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,3,2,2,2,2,2,2,2,0,80,20,0,1,2,1,1,1,1,2,2,47,NA,0,NA,47,NA,25,NA,5,NA,6,0,0,0,6,0,50,33,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,NA,2,2,2,3,3,2,1,1,1,2,1,3,3,2,1,1,1,2,2,2,18,10,10,1,1,1,2,2,3,1,3,3,1,1,1,1,1,1,2,30,25,NA,20,272,18,1,1,0.9427,0.7456,0.9808,0.6203,0.582,1.4806,2.8245,1,7,-0.3301,-0.8076,1,0.5319,0.1064,0,47,0.1277,0,1,6,3,5,-1.4559,0.5028,5.7872,1,428.13899806,59.32657,17NOV16:12:20:57
USA,840,00110,84000110,06MS,084000,84000,USA0206,8400000,1,2,313,1,492,467,3,71,64,64,40,40,50,2,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,2,2,2,2,1,4,3,6,4,4,4,4,6,4,4,4,4,4,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,3,1,1,NA,95,1,1,3,1,1,2,1,2,2,1,1,100,NA,100,NA,36,NA,33,NA,0,NA,4,NA,4,NA,4,NA,99,100,1,1,1,1,1,1,1,1,2,5,5,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,13,4,63,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,35,35,10,25,959,23,0.9014,1,0.3733,0.9025,0.2905,0.0231,0.0278,-0.7997,-0.493,0.75,3,-0.849,-0.7903,0.36,0.33,0,1,100,0.04,1,1,4,3,5,-0.0656,-1.2619,9.59,3,234.75994646,32.53033,17NOV16:12:20:57
USA,840,00111,84000111,06MS,084000,84000,USA0102,8400000,1,2,313,2,738,693,3,413,870,870,650,15,100,150,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,2,2,1,1,4,3,6,6,5,4,4,5,4,4,4,4,4,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,3,2,1,NA,100,0,0,0,2,1,2,2,2,2,1,2,105,NA,105,NA,105,NA,78,NA,3,NA,14,0,14,0,14,0,100,100,1,1,1,1,1,1,1,2,3,3,5,5,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,0,14,26,2,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,35,50,5,10,1431,23,2.1065,1,0.5041,0.9025,0.9277,-0.2002,0.0278,-0.7997,-0.3422,1,7,-0.4813,0.0242,1,0.7429,0.0286,1,105,0.1333,1,1,14,3,6,0.0185,0.9233,13.6286,3,75.663502974,10.48458,17NOV16:12:20:57
USA,840,00112,84000112,06MS,084000,84000,USA0104,8400000,1,2,313,2,349,305,3,148,218,218,160,36,38,265,1,1,1,1,1,1,2,1,1,1,9999997,1,2,1,1,1,1,1,2,1,1,4,4,4,4,5,4,5,5,5,4,4,5,4,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,2,2,1,2,1,3,2,1,NA,100,0,0,NA,2,2,3,1,2,2,2,2,31,3,31,3,31,3,23,1,1,0,5,0,5,0,5,0,75,100,1,1,1,1,1,2,1,2,2,2,5,5,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,2,1,2,1,3,1,3,3,2,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,2,2,5,15,25,3,2,3,2,3,3,2,3,3,2,1,1,1,2,1,1,50,50,10,35,654,23,1.473,1,0.5436,0.7151,0.7532,0.1158,0.2755,-0.7997,-0.4477,1,6,-0.1328,0.1675,1,0.7231,0.0308,1,32.5,0.1538,1,1,5,3,6,0.9055,1.1957,20.1231,3,194.33791962,26.92911,17NOV16:12:20:57
USA,840,00114,84000114,06MS,084000,84000,USA0206,8400000,1,2,313,5,NA,NA,4,NA,1783,1783,975,NA,130,150,1,NA,1,1,NA,NA,1,1,1,1,9999997,1,1,1,2,2,2,2,2,1,1,2,3,4,5,6,5,4,6,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,3,3,3,3,1,3,NA,1,NA,99,0,1,NA,3,2,2,2,2,2,3,3,NA,NA,NA,NA,76,NA,43,1,4,NA,12,NA,8,NA,10,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,6,31,87,4,3,2,2,2,NA,2,3,2,2,1,1,1,1,1,1,39,79,16,10,NA,28,NA,1,0.5518,0.0788,0.9882,1.0958,0.0278,-0.7997,-0.4477,0.67,5,0.5881,0.4783,NA,NA,NA,NA,NA,NA,0.6667,0.8333,12,2,3,1.2839,0.7732,NA,3,48.416592413,6.70901,17NOV16:12:20:57
USA,840,00115,84000115,06MS,084000,84000,USA0206,8400000,1,2,313,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,9999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,1,3,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,158,2,NA,NA,NA,NA,80,NA,5,NA,20,NA,20,NA,15,NA,79,19,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,NA,1,1,1,2,1,1,1,1,1,2,3,37,16,41,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,67,49,39,78,NA,23,NA,NA,NA,NA,NA,NA,NA,-0.9897,-0.3422,0.42,1,-1.2541,-1.6823,NA,0.5031,0.0314,NA,159,0.1258,1,0.75,20,3,NA,1.139,0.2229,NA,3,30.097257403,4.17053,17NOV16:12:20:57
USA,840,00116,84000116,06MS,084000,84000,USA0104,8400000,1,2,313,5,700,850,4,480,400,400,0,15,30,100,1,2,1,1,1,1,2,2,1,1,9999997,1,1,1,1,1,1,2,1,1,1,4,5,5,5,6,6,5,6,3,5,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,2,1,2,NA,1,NA,100,0,0,0,2,1,2,2,2,2,1,1,105,0,105,0,105,0,42,0,4,0,8,0,8,0,8,0,40,50,1,2,1,1,1,2,1,1,3,3,4,4,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,NA,1,1,1,1,1,1,1,1,2,2,2,3,2,3,1,1,3,1,1,1,2,1,1,1,1,2,2,3,15,17,94,3,3,2,2,2,3,2,3,3,2,1,1,2,1,1,1,33,94,11,3,1550,28,0.8333,1,0.8698,1.162,1.255,0.5291,-0.0313,1.4806,0.0097,0.83,1,-0.849,0.0242,1,0.4,0.0381,1,105,0.0762,1,1,8,2,7,0.8947,1.1957,14.7619,3,54.727741887,7.58354,17NOV16:12:20:57
USA,840,00117,84000117,06MS,084000,84000,USA0206,8400000,1,2,313,3,1191,1297,4,937,937,937,937,108,115,250,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,5,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,3,3,3,3,1,3,3,1,NA,100,0,0,NA,1,1,1,1,1,1,1,1,126,14,126,14,48,0,69,7,9,7,18,0,18,0,18,0,100,100,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,11,15,68,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,23,64,20,30,2488,28,1,1,3.0443,1.8043,2.2317,1.8133,2.3955,-0.7997,-0.2102,0.92,8,-1.2541,-1.6823,0.3609,0.5451,0.094,1,133,0.1353,1,1,18,3,8,0.0185,0.2229,18.7068,3,30.805767938,4.26871,17NOV16:12:20:57
USA,840,00118,84000118,06MS,084000,84000,USA0206,8400000,1,2,313,4,1534,1589,4,893,550,550,100,200,200,200,1,2,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,100,0,0,0,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,14,2,14,2,100,100,1,1,1,1,1,1,1,1,3,3,4,4,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,90,25,85,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,50,50,25,10,3123,28,0.6159,1,4.43,2.9951,2.2317,1.8133,2.3955,-1.1417,-0.5684,0.5,1,-1.2541,-1.393,NA,NA,NA,NA,NA,NA,1,1,15,2,7,-0.666,-2.1182,NA,3,26.831575393,3.71801,17NOV16:12:20:57
USA,840,00119,84000119,06MS,084000,84000,USA0104,8400000,1,2,313,3,NA,NA,1,NA,25,25,10,2,2,7,2,2,2,1,1,1,2,2,1,1,9999997,2,2,2,NA,2,1,2,2,1,1,2,6,6,6,6,5,5,6,6,6,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,3,3,3,3,1,1,NA,1,NA,100,NA,NA,NA,3,2,3,2,3,3,1,1,5,1,5,1,5,1,4,1,NA,NA,1,NA,1,NA,1,NA,100,NA,1,1,1,1,1,1,1,2,2,2,4,5,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,NA,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,2,1,1,3,1,1,3,3,1,1,1,1,2,2,2,20,20,35,4,NA,2,2,2,2,1,2,2,2,1,1,1,1,1,1,0,0,0,0,NA,13,NA,1,1.452,1.4034,1.5685,0.6203,1.0919,0.0554,1.769,1,7,-0.654,0.7317,1,0.8182,NA,1,5.5,0.1818,1,1,1,1,1,1.3256,-0.1073,NA,3,559.98734625,77.5966,17NOV16:12:20:57
USA,840,00121,84000121,06MS,084000,84000,USA0206,8400000,1,2,313,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,9999997,1,2,2,1,1,2,2,1,1,1,6,5,6,6,6,5,6,6,6,6,5,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1,2,1,2,NA,1,NA,100,0,0,NA,1,1,1,1,1,1,1,1,105,0,105,0,105,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,100,100,1,2,1,1,1,2,1,2,3,4,5,NA,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,3,1,1,1,1,3,2,2,2,1,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,3,2,2,2,2,2,3,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,23,NA,NA,2.6697,2.0729,2.2317,1.0958,1.6883,-1.0277,0.0097,0.67,1,-1.2541,-1.6823,1,0,0.0095,1,105,NA,NA,NA,NA,3,4,0.8947,0.6298,NA,3,46.306031438,6.41656,17NOV16:12:20:57
